GEOID,Human,Natural,Undetermined,Unknown,Year
27057,1.0,,,,2012
27061,5.0,,,,2012
27067,3.0,,,,2012
27071,2.0,,,,2012
27073,1.0,,,,2012
27075,10.0,8.0,,,2012
27079,1.0,,,,2012
27087,87.0,,4.0,,2012
27089,,,1.0,,2012
27095,1.0,,,,2012
27111,1.0,,3.0,,2012
27119,,1.0,,,2012
27121,,,1.0,,2012
27137,33.0,13.0,,,2012
27141,10.0,,5.0,,2012
27149,1.0,,,,2012
27163,,1.0,,,2012
28005,1.0,,,,2012
28021,2.0,,,,2012
28035,5.0,,,,2012
28039,1.0,,,,2012
28047,2.0,,,,2012
28049,2.0,,,,2012
28059,4.0,1.0,6.0,,2012
28081,3.0,1.0,,,2012
28089,4.0,,,,2012
28099,5.0,,,,2012
28109,,,1.0,,2012
28111,4.0,,,,2012
28117,,1.0,,,2012
28153,1.0,,,,2012
28155,1.0,,,,2012
28157,1.0,,,,2012
28159,1.0,,,,2012
29009,3.0,1.0,,,2012
29023,4.0,,,,2012
29035,3.0,1.0,,,2012
29043,7.0,,,,2012
29055,8.0,1.0,,,2012
29065,14.0,3.0,,,2012
29067,5.0,2.0,,,2012
29087,,,1.0,,2012
29091,7.0,1.0,,,2012
29093,14.0,1.0,,,2012
29105,4.0,1.0,,,2012
29123,2.0,2.0,,,2012
29149,13.0,1.0,,,2012
29153,3.0,1.0,,,2012
29161,9.0,,,,2012
29169,5.0,,,,2012
29179,10.0,,,,2012
29181,4.0,,,,2012
29203,16.0,1.0,,,2012
29209,2.0,,,,2012
29213,5.0,,,,2012
29215,9.0,,,,2012
29221,8.0,1.0,,,2012
29223,10.0,,1.0,,2012
29229,1.0,,,,2012
30001,11.0,13.0,,,2012
30003,92.0,49.0,,,2012
30005,27.0,10.0,,,2012
30007,3.0,1.0,,,2012
30009,7.0,3.0,,,2012
30011,2.0,22.0,,,2012
30013,2.0,11.0,,,2012
30015,19.0,5.0,,,2012
30017,,5.0,,,2012
30023,9.0,1.0,,,2012
30025,1.0,,,,2012
30027,1.0,11.0,,,2012
30029,9.0,21.0,,,2012
30031,20.0,17.0,,,2012
30033,,7.0,,,2012
30035,134.0,1.0,,,2012
30039,5.0,15.0,,,2012
30041,11.0,6.0,,,2012
30043,28.0,12.0,,,2012
30045,,5.0,,,2012
30047,27.0,10.0,,,2012
30049,14.0,28.0,,,2012
30053,21.0,20.0,,,2012
30055,1.0,2.0,1.0,,2012
30057,4.0,12.0,,,2012
30059,3.0,11.0,,,2012
30061,7.0,17.0,,,2012
30063,25.0,72.0,,,2012
30065,1.0,3.0,,,2012
30067,9.0,5.0,,,2012
30069,,8.0,,,2012
30071,5.0,8.0,,,2012
30073,4.0,,,,2012
30075,4.0,21.0,,,2012
30077,8.0,50.0,,,2012
30079,1.0,5.0,,,2012
30081,8.0,47.0,,,2012
30083,1.0,,,,2012
30085,154.0,27.0,,,2012
30087,25.0,36.0,,,2012
30089,14.0,18.0,,,2012
30093,8.0,3.0,,,2012
30095,1.0,1.0,,,2012
30097,2.0,2.0,,,2012
30099,1.0,,,,2012
30103,,1.0,,,2012
30105,16.0,7.0,,,2012
30107,,4.0,,,2012
30111,10.0,3.0,,,2012
31031,,29.0,1.0,,2012
31043,1.0,,,,2012
31045,3.0,5.0,,,2012
31059,1.0,,,,2012
31069,,3.0,,,2012
31107,2.0,,,,2012
31157,1.0,1.0,,,2012
31161,1.0,,,,2012
31165,,4.0,,,2012
31171,,6.0,,,2012
31173,38.0,1.0,,,2012
32001,1.0,1.0,,,2012
32003,46.0,25.0,,,2012
32005,12.0,22.0,,,2012
32007,34.0,76.0,,,2012
32011,6.0,18.0,,,2012
32013,27.0,21.0,,,2012
32015,19.0,18.0,,,2012
32017,7.0,106.0,,,2012
32019,4.0,11.0,,,2012
32021,1.0,2.0,,,2012
32023,4.0,14.0,,,2012
32027,8.0,12.0,,,2012
32029,1.0,,,,2012
32031,31.0,20.0,,,2012
32033,8.0,88.0,,,2012
32510,,2.0,,,2012
33003,3.0,,,,2012
33007,2.0,,,,2012
33009,1.0,,,,2012
34009,2.0,,1.0,,2012
34025,1.0,,,,2012
34029,3.0,,,,2012
34037,4.0,,,,2012
34041,1.0,,,,2012
35001,23.0,3.0,,,2012
35003,11.0,44.0,,,2012
35005,4.0,3.0,,,2012
35006,26.0,25.0,,,2012
35013,3.0,,,,2012
35015,23.0,9.0,,,2012
35017,17.0,22.0,,,2012
35025,6.0,2.0,,,2012
35027,7.0,10.0,,,2012
35031,34.0,16.0,,,2012
35035,35.0,24.0,,,2012
35039,38.0,107.0,,,2012
35043,46.0,28.0,,,2012
35045,21.0,43.0,,,2012
35047,3.0,10.0,,,2012
35049,6.0,8.0,,,2012
35051,,7.0,,,2012
35053,4.0,12.0,1.0,,2012
35055,29.0,16.0,,,2012
35057,5.0,4.0,,,2012
35059,,2.0,,,2012
35061,19.0,,,,2012
36047,3.0,,,,2012
36063,2.0,,,,2012
36081,20.0,,,,2012
36085,1.0,,,,2012
37011,4.0,,,,2012
37021,5.0,,,,2012
37023,6.0,,,,2012
37027,6.0,1.0,,,2012
37029,,1.0,,,2012
37031,5.0,,,,2012
37039,10.0,2.0,,,2012
37049,5.0,,,,2012
37053,,,3.0,,2012
37055,,1.0,3.0,,2012
37075,11.0,,,,2012
37087,,2.0,,,2012
37089,1.0,,,,2012
37099,9.0,1.0,,,2012
37103,5.0,,,,2012
37111,8.0,,,,2012
37113,6.0,1.0,,,2012
37115,2.0,,,,2012
37123,18.0,2.0,,,2012
37139,,1.0,,,2012
37151,1.0,,,,2012
37173,21.0,1.0,,,2012
37175,5.0,1.0,,,2012
37189,1.0,,,,2012
37199,1.0,,,,2012
38005,343.0,,1.0,,2012
38007,4.0,4.0,,,2012
38009,1.0,1.0,,,2012
38013,1.0,,,,2012
38017,1.0,,1.0,,2012
38019,3.0,,2.0,,2012
38025,14.0,8.0,,,2012
38027,10.0,,,,2012
38031,,,1.0,,2012
38033,1.0,,,,2012
38045,,,1.0,,2012
38047,,,1.0,,2012
38049,,,1.0,,2012
38053,24.0,23.0,,,2012
38055,9.0,14.0,,,2012
38057,3.0,,,,2012
38061,7.0,25.0,,,2012
38071,12.0,,1.0,,2012
38073,,,1.0,,2012
38077,1.0,,2.0,,2012
38079,222.0,,1.0,,2012
38081,,,1.0,,2012
38085,149.0,4.0,,,2012
38087,,1.0,,,2012
38089,1.0,,,,2012
38093,,1.0,,,2012
38095,1.0,,1.0,,2012
39009,2.0,,,,2012
39053,2.0,,,,2012
39087,16.0,,,,2012
39127,2.0,,,,2012
39145,1.0,,,,2012
39153,1.0,1.0,,,2012
39167,1.0,,,,2012
40001,114.0,3.0,3.0,,2012
40003,,1.0,3.0,,2012
40011,2.0,,,,2012
40015,50.0,3.0,,,2012
40017,1.0,,,,2012
40021,11.0,2.0,,,2012
40027,2.0,,,,2012
40031,32.0,4.0,,,2012
40033,1.0,,,,2012
40037,7.0,,,,2012
40039,1.0,,,,2012
40041,22.0,1.0,,,2012
40043,3.0,,,,2012
40051,1.0,,,,2012
40063,1.0,,,,2012
40069,1.0,,,,2012
40071,19.0,,,,2012
40075,6.0,3.0,,,2012
40077,2.0,,,,2012
40079,12.0,4.0,1.0,,2012
40081,3.0,,,,2012
40089,10.0,2.0,,,2012
40091,8.0,,,,2012
40097,4.0,,,,2012
40099,2.0,,,,2012
40101,2.0,,,,2012
40103,2.0,1.0,,,2012
40107,6.0,,,,2012
40111,11.0,1.0,,,2012
40113,29.0,17.0,,,2012
40115,19.0,5.0,,,2012
40117,5.0,,,,2012
40119,4.0,1.0,,,2012
40125,9.0,,,,2012
40127,14.0,,,,2012
40129,2.0,,,,2012
40133,15.0,1.0,,,2012
40135,7.0,2.0,1.0,,2012
40143,1.0,,,,2012
40149,1.0,,,,2012
41001,34.0,8.0,,,2012
41003,4.0,,,,2012
41005,44.0,4.0,,,2012
41011,2.0,2.0,,,2012
41013,9.0,19.0,,,2012
41015,,1.0,,,2012
41017,110.0,43.0,,,2012
41019,28.0,25.0,,,2012
41021,1.0,1.0,,,2012
41023,43.0,39.0,,,2012
41025,12.0,25.0,1.0,,2012
41027,18.0,1.0,,,2012
41029,3.0,2.0,,,2012
41031,28.0,34.0,,,2012
41033,5.0,2.0,,,2012
41035,33.0,15.0,,,2012
41037,10.0,25.0,,,2012
41039,25.0,34.0,,,2012
41041,,,1.0,,2012
41043,9.0,4.0,,,2012
41045,6.0,20.0,,,2012
41047,7.0,5.0,,,2012
41049,3.0,1.0,,,2012
41051,4.0,,,,2012
41053,3.0,,2.0,,2012
41057,4.0,,,,2012
41059,6.0,12.0,,,2012
41061,11.0,12.0,,,2012
41063,4.0,24.0,,,2012
41065,32.0,5.0,,,2012
41067,1.0,,,,2012
41069,2.0,2.0,,,2012
41071,8.0,,,,2012
42025,2.0,,,,2012
42047,1.0,1.0,,,2012
42083,3.0,,,,2012
42089,4.0,,,,2012
42095,,1.0,,,2012
42103,2.0,,,,2012
42123,6.0,,,,2012
45001,1.0,,,,2012
45013,1.0,,,,2012
45015,14.0,,,,2012
45019,12.0,2.0,,,2012
45023,1.0,,,,2012
45025,1.0,3.0,,,2012
45027,,1.0,,,2012
45037,2.0,,,,2012
45053,1.0,,,,2012
45059,1.0,,,,2012
45065,2.0,,,,2012
45071,2.0,,,,2012
45073,2.0,,,,2012
45087,1.0,,,,2012
46005,,,1.0,,2012
46007,20.0,3.0,,,2012
46013,1.0,,,,2012
46017,46.0,16.0,,,2012
46019,,4.0,,,2012
46023,61.0,,,,2012
46031,92.0,22.0,,,2012
46033,7.0,34.0,,,2012
46037,1.0,,,,2012
46041,70.0,22.0,,,2012
46043,1.0,,,,2012
46047,1.0,17.0,,,2012
46053,1.0,1.0,,,2012
46055,1.0,,,,2012
46059,1.0,,,,2012
46063,,2.0,,,2012
46065,4.0,1.0,,,2012
46069,3.0,,,,2012
46071,16.0,16.0,,,2012
46077,1.0,,,,2012
46079,1.0,,,,2012
46081,18.0,17.0,,,2012
46085,60.0,4.0,,,2012
46089,1.0,,,,2012
46091,1.0,,,,2012
46093,2.0,5.0,,,2012
46095,11.0,15.0,,,2012
46099,2.0,,,,2012
46102,432.0,21.0,,,2012
46103,28.0,38.0,,,2012
46105,2.0,3.0,,,2012
46107,,1.0,,,2012
46109,19.0,,,,2012
46117,1.0,,,,2012
46121,54.0,143.0,,,2012
46123,,3.0,,,2012
46137,52.0,32.0,,,2012
47009,2.0,1.0,,,2012
47019,7.0,1.0,,,2012
47025,1.0,,,,2012
47029,4.0,2.0,,,2012
47097,1.0,,,,2012
47101,4.0,,,,2012
47107,1.0,,,,2012
47123,1.0,1.0,,,2012
47139,3.0,3.0,,,2012
47155,4.0,2.0,,,2012
47171,2.0,1.0,,,2012
47179,1.0,,,,2012
47181,3.0,,,,2012
48005,2.0,,,,2012
48007,,2.0,,,2012
48029,,1.0,,,2012
48039,1.0,1.0,,,2012
48043,1.0,4.0,,,2012
48053,,1.0,,,2012
48061,10.0,2.0,,,2012
48071,2.0,4.0,9.0,,2012
48109,,2.0,,,2012
48111,1.0,,,,2012
48147,1.0,,,,2012
48167,,,3.0,,2012
48179,2.0,,,,2012
48201,1.0,,,,2012
48203,1.0,3.0,,,2012
48215,3.0,,,,2012
48225,4.0,3.0,,,2012
48241,2.0,,,,2012
48245,1.0,7.0,4.0,,2012
48261,,1.0,,,2012
48273,1.0,4.0,,,2012
48321,,1.0,,,2012
48373,1.0,1.0,,,2012
48375,2.0,,,,2012
48403,4.0,1.0,,,2012
48405,1.0,,,,2012
48407,3.0,,,,2012
48427,,,1.0,,2012
48453,,,1.0,,2012
48455,1.0,,,,2012
48471,2.0,1.0,,,2012
49001,9.0,20.0,,,2012
49003,2.0,11.0,,,2012
49005,10.0,3.0,,,2012
49007,6.0,9.0,,,2012
49009,2.0,10.0,,,2012
49011,2.0,1.0,,,2012
49013,9.0,14.0,,,2012
49015,7.0,7.0,,,2012
49017,4.0,40.0,,,2012
49019,14.0,25.0,,,2012
49021,7.0,63.0,,,2012
49023,8.0,39.0,,,2012
49025,7.0,60.0,,,2012
49027,7.0,23.0,,,2012
49029,1.0,1.0,,,2012
49031,1.0,7.0,,,2012
49033,4.0,,,,2012
49035,3.0,1.0,,,2012
49037,16.0,91.0,,,2012
49039,6.0,12.0,,,2012
49041,7.0,25.0,,,2012
49043,1.0,6.0,,,2012
49045,17.0,36.0,,,2012
49047,19.0,34.0,,,2012
49049,27.0,18.0,,,2012
49051,9.0,9.0,,,2012
49053,23.0,66.0,,,2012
49055,8.0,4.0,,,2012
49057,9.0,2.0,,,2012
50001,2.0,,,,2012
50021,1.0,,,,2012
50025,1.0,,,,2012
51001,,,1.0,,2012
51005,4.0,2.0,,,2012
51015,4.0,5.0,,,2012
51017,1.0,1.0,,,2012
51019,,1.0,,,2012
51021,1.0,,,,2012
51023,1.0,1.0,,,2012
51045,1.0,,,,2012
51051,1.0,,,,2012
51071,,1.0,,,2012
51079,1.0,,,,2012
51107,1.0,,,,2012
51139,3.0,1.0,,,2012
51153,3.0,1.0,,,2012
51157,1.0,,,,2012
51159,1.0,,,,2012
51161,2.0,,,,2012
51163,1.0,1.0,,,2012
51165,3.0,1.0,,,2012
51171,1.0,1.0,,,2012
51177,2.0,,,,2012
51187,,1.0,,,2012
51195,1.0,,,,2012
51550,,,1.0,,2012
51810,1.0,,,,2012
53005,6.0,1.0,,,2012
53007,15.0,61.0,,,2012
53009,4.0,3.0,,,2012
53011,,,1.0,,2012
53013,1.0,6.0,,,2012
53015,1.0,1.0,,,2012
53017,1.0,3.0,,,2012
53019,30.0,28.0,,,2012
53021,3.0,,,,2012
53023,,3.0,,,2012
53025,8.0,4.0,2.0,,2012
53027,10.0,,,,2012
53031,3.0,,,,2012
53033,7.0,,,,2012
53037,5.0,51.0,,,2012
53039,6.0,1.0,,,2012
53041,10.0,9.0,,,2012
53043,5.0,7.0,,,2012
53045,8.0,1.0,,,2012
53047,40.0,48.0,,,2012
53049,8.0,,1.0,,2012
53051,5.0,7.0,,,2012
53053,9.0,2.0,,,2012
53055,5.0,,,,2012
53057,4.0,,,,2012
53059,17.0,14.0,,,2012
53061,16.0,,,,2012
53063,1.0,2.0,1.0,,2012
53065,18.0,4.0,,,2012
53071,2.0,,1.0,,2012
53073,12.0,2.0,,,2012
53077,111.0,29.0,,,2012
54019,1.0,1.0,,,2012
54025,1.0,,,,2012
54031,2.0,,,,2012
54067,2.0,,,,2012
54071,2.0,1.0,,,2012
54075,2.0,,,,2012
54081,,1.0,,,2012
54089,2.0,,,,2012
54093,1.0,,,,2012
55001,,,1.0,,2012
55003,5.0,1.0,,,2012
55005,1.0,,,,2012
55007,4.0,1.0,,,2012
55021,1.0,,,,2012
55025,1.0,,,,2012
55027,2.0,,2.0,,2012
55037,1.0,,,,2012
55039,,,1.0,,2012
55041,7.0,,,,2012
55051,,1.0,,,2012
55053,1.0,,,,2012
55057,3.0,,,,2012
55078,14.0,1.0,,,2012
55083,9.0,,,,2012
55085,1.0,,,,2012
55099,1.0,1.0,,,2012
55109,1.0,,,,2012
55113,7.0,,,,2012
55115,4.0,,,,2012
55119,1.0,,,,2012
55125,19.0,,,,2012
56001,9.0,22.0,,,2012
56003,4.0,8.0,,,2012
56005,9.0,13.0,,,2012
56007,6.0,20.0,,,2012
56009,1.0,17.0,,,2012
56011,5.0,17.0,,,2012
56013,113.0,16.0,,,2012
56015,,1.0,,,2012
56017,2.0,8.0,,,2012
56019,4.0,15.0,,,2012
56023,5.0,13.0,,,2012
56025,4.0,2.0,,,2012
56029,19.0,16.0,,,2012
56031,,2.0,,,2012
56033,6.0,6.0,,,2012
56035,3.0,6.0,,,2012
56037,20.0,24.0,,,2012
56039,12.0,22.0,,,2012
56041,3.0,,,,2012
56043,31.0,12.0,,,2012
56045,3.0,8.0,,,2012
01007,2.0,,,,2013
01015,2.0,,,,2013
01019,1.0,,,,2013
01027,6.0,,,,2013
01029,2.0,1.0,,,2013
01039,2.0,,,,2013
01077,3.0,,,,2013
01079,7.0,,,,2013
01083,1.0,,1.0,,2013
01105,1.0,1.0,,,2013
01121,1.0,,,,2013
01125,3.0,1.0,,,2013
01133,3.0,,,,2013
04001,24.0,63.0,,,2013
04003,11.0,6.0,,,2013
04005,114.0,281.0,,,2013
04007,76.0,78.0,,,2013
04009,31.0,17.0,,,2013
04011,4.0,20.0,,,2013
04012,9.0,3.0,1.0,,2013
04013,83.0,8.0,,,2013
04015,58.0,55.0,,,2013
04017,72.0,55.0,,,2013
04019,71.0,23.0,2.0,,2013
04021,55.0,6.0,,,2013
04023,24.0,3.0,,,2013
04025,41.0,30.0,,,2013
04027,4.0,3.0,,,2013
05003,,1.0,,,2013
05007,1.0,1.0,,,2013
05033,2.0,,,,2013
05047,3.0,,,,2013
05051,2.0,3.0,,,2013
05071,10.0,1.0,,,2013
05077,1.0,,,,2013
05083,4.0,,,,2013
05087,1.0,,,,2013
05089,2.0,,,,2013
05097,8.0,,,,2013
05101,10.0,,,,2013
05105,,2.0,,,2013
05107,1.0,,,,2013
05113,7.0,1.0,,,2013
05115,7.0,,,,2013
05125,,1.0,,,2013
05127,2.0,1.0,,,2013
05129,4.0,,,,2013
05139,,,1.0,,2013
05149,1.0,,,,2013
06003,7.0,37.0,,,2013
06005,3.0,3.0,,,2013
06007,5.0,2.0,,,2013
06009,3.0,3.0,,,2013
06011,3.0,,1.0,,2013
06013,,,1.0,,2013
06015,12.0,6.0,,,2013
06017,45.0,30.0,,,2013
06019,32.0,42.0,,,2013
06021,1.0,10.0,,,2013
06023,234.0,34.0,,,2013
06025,17.0,3.0,,,2013
06027,9.0,13.0,,,2013
06029,40.0,11.0,,,2013
06031,1.0,,,,2013
06033,4.0,12.0,,,2013
06035,5.0,41.0,,,2013
06037,90.0,6.0,,,2013
06039,13.0,21.0,,,2013
06041,14.0,,,,2013
06043,16.0,13.0,,,2013
06045,5.0,6.0,,,2013
06047,1.0,,5.0,,2013
06049,8.0,102.0,,,2013
06051,11.0,57.0,,,2013
06053,2.0,,,,2013
06057,18.0,2.0,,,2013
06059,4.0,,,,2013
06061,34.0,10.0,,,2013
06063,20.0,68.0,,,2013
06065,70.0,1.0,,,2013
06069,1.0,,,,2013
06071,78.0,40.0,,,2013
06073,63.0,6.0,1.0,,2013
06075,7.0,,,,2013
06079,3.0,,,,2013
06081,5.0,,,,2013
06083,4.0,,,,2013
06089,48.0,23.0,,,2013
06091,9.0,15.0,,,2013
06093,58.0,149.0,,,2013
06099,10.0,,1.0,,2013
06103,6.0,10.0,,,2013
06105,38.0,57.0,,,2013
06107,44.0,58.0,,,2013
06109,24.0,21.0,,,2013
06111,7.0,,1.0,,2013
06115,5.0,3.0,,,2013
08001,1.0,,,,2013
08007,9.0,45.0,,,2013
08009,,2.0,,,2013
08013,4.0,7.0,,,2013
08015,1.0,3.0,,,2013
08021,,3.0,,,2013
08027,1.0,3.0,,,2013
08029,1.0,4.0,,,2013
08033,2.0,8.0,,,2013
08035,7.0,13.0,,,2013
08037,11.0,32.0,,,2013
08041,2.0,5.0,,,2013
08043,4.0,13.0,,,2013
08045,3.0,46.0,,,2013
08047,2.0,,,,2013
08049,6.0,3.0,,,2013
08051,7.0,8.0,,,2013
08053,4.0,11.0,,,2013
08055,,2.0,,,2013
08057,,2.0,,,2013
08059,7.0,17.0,,,2013
08065,1.0,1.0,,,2013
08067,21.0,69.0,,,2013
08069,8.0,10.0,,,2013
08077,7.0,36.0,,,2013
08079,3.0,8.0,,,2013
08081,4.0,84.0,,,2013
08083,9.0,54.0,,,2013
08085,2.0,46.0,,,2013
08091,1.0,5.0,,,2013
08093,6.0,12.0,,,2013
08097,,3.0,,,2013
08101,,2.0,,,2013
08103,4.0,88.0,,,2013
08105,3.0,4.0,,,2013
08107,3.0,3.0,,,2013
08109,,14.0,,,2013
08111,2.0,,,,2013
08113,,3.0,,,2013
08117,5.0,4.0,,,2013
08119,6.0,7.0,,,2013
08123,5.0,,,,2013
11001,1.0,,,,2013
12003,2.0,1.0,,,2013
12009,17.0,8.0,2.0,,2013
12021,15.0,3.0,,,2013
12023,1.0,2.0,,,2013
12037,3.0,,,,2013
12043,1.0,1.0,,,2013
12051,1.0,2.0,,,2013
12069,4.0,4.0,,,2013
12071,1.0,,,,2013
12073,8.0,1.0,,,2013
12077,5.0,2.0,,,2013
12083,28.0,5.0,,,2013
12086,3.0,1.0,,,2013
12087,,5.0,,,2013
12099,,1.0,,,2013
12107,1.0,,,,2013
12127,1.0,1.0,,,2013
12129,6.0,,,,2013
13039,1.0,2.0,,,2013
13055,2.0,,,,2013
13111,4.0,,,,2013
13123,3.0,,,,2013
13129,2.0,,,,2013
13137,3.0,,,,2013
13169,4.0,,,,2013
13191,,3.0,,,2013
13213,1.0,,,,2013
13237,1.0,,,,2013
13241,6.0,,,,2013
13257,3.0,,,,2013
13281,1.0,,,,2013
13291,4.0,,,,2013
13299,1.0,,,,2013
13311,1.0,,,,2013
13313,1.0,,,,2013
16001,95.0,3.0,,,2013
16003,5.0,19.0,,,2013
16005,2.0,10.0,,,2013
16007,22.0,2.0,,,2013
16009,5.0,3.0,,,2013
16011,1.0,6.0,,,2013
16013,8.0,5.0,,,2013
16015,14.0,64.0,,,2013
16017,6.0,10.0,,,2013
16019,1.0,5.0,,,2013
16021,5.0,21.0,,,2013
16023,2.0,4.0,,,2013
16025,,6.0,,,2013
16027,,,2.0,,2013
16029,,9.0,,,2013
16031,6.0,6.0,,,2013
16033,2.0,1.0,,,2013
16035,1.0,43.0,,,2013
16037,7.0,15.0,,,2013
16039,17.0,38.0,,,2013
16041,1.0,1.0,,,2013
16043,5.0,4.0,,,2013
16045,3.0,7.0,,,2013
16047,9.0,8.0,,,2013
16049,8.0,310.0,,,2013
16053,6.0,4.0,,,2013
16055,10.0,14.0,,,2013
16059,5.0,37.0,,,2013
16063,8.0,9.0,,,2013
16065,1.0,,,,2013
16069,15.0,2.0,,,2013
16071,1.0,4.0,,,2013
16073,7.0,34.0,,,2013
16075,1.0,,,,2013
16077,,6.0,,,2013
16079,4.0,40.0,,,2013
16081,,2.0,,,2013
16083,2.0,6.0,,,2013
16085,6.0,98.0,,,2013
16087,,10.0,,,2013
17003,2.0,,,,2013
17015,2.0,,1.0,,2013
17077,2.0,,,,2013
17087,3.0,,,,2013
17131,1.0,,,,2013
17151,3.0,,,,2013
17153,1.0,,,,2013
17165,1.0,,,,2013
17181,3.0,,,,2013
18089,3.0,,,,2013
18093,1.0,,,,2013
18105,2.0,,,,2013
18127,5.0,1.0,,,2013
18137,1.0,,,,2013
19059,,,1.0,,2013
19077,,,1.0,,2013
19095,1.0,,,,2013
19101,1.0,,,,2013
19171,4.0,,,,2013
20085,3.0,,,,2013
20107,1.0,,1.0,,2013
20129,,3.0,,,2013
20147,,,1.0,,2013
21013,1.0,1.0,,,2013
21051,3.0,,,,2013
21109,6.0,,,,2013
21125,3.0,,,,2013
21129,1.0,,,,2013
21147,10.0,,,,2013
21165,1.0,,,,2013
21189,1.0,,,,2013
21197,1.0,,,,2013
21203,4.0,,,,2013
21205,5.0,,,,2013
21235,3.0,,,,2013
21237,1.0,,,,2013
22023,1.0,4.0,,,2013
22043,7.0,,,,2013
22051,2.0,,,,2013
22069,6.0,,,,2013
22071,4.0,1.0,,,2013
22079,4.0,,,,2013
22097,1.0,,,,2013
22103,2.0,,,,2013
22115,9.0,,,,2013
22127,1.0,,,,2013
23009,1.0,1.0,,,2013
23029,1.0,,,,2013
24001,1.0,,,,2013
24003,,,1.0,,2013
24019,4.0,,,,2013
24021,1.0,,,,2013
24029,,,1.0,,2013
24033,1.0,,,,2013
24043,3.0,,,,2013
25001,4.0,,,,2013
25027,1.0,,,,2013
26001,6.0,,,,2013
26013,4.0,,,,2013
26033,4.0,,,,2013
26041,1.0,,,,2013
26053,3.0,,,,2013
26061,1.0,,,,2013
26069,30.0,,,,2013
26083,1.0,1.0,,,2013
26085,27.0,,,,2013
26089,1.0,1.0,,,2013
26097,1.0,,,,2013
26101,15.0,1.0,,,2013
26105,7.0,,,,2013
26109,1.0,,,,2013
26115,,,1.0,,2013
26123,42.0,,,,2013
26129,2.0,,,,2013
26135,10.0,,,,2013
26145,2.0,,1.0,,2013
26153,,1.0,,,2013
26165,2.0,,,,2013
27005,40.0,,1.0,,2013
27007,257.0,1.0,,,2013
27011,,,1.0,,2013
27017,3.0,,,,2013
27019,1.0,,,,2013
27021,11.0,,,,2013
27029,14.0,,,,2013
27031,9.0,,,,2013
27037,9.0,,,,2013
27053,7.0,,,,2013
27061,10.0,,,,2013
27067,4.0,,1.0,,2013
27073,1.0,,,,2013
27075,2.0,5.0,,,2013
27087,16.0,,,,2013
27093,2.0,,,,2013
27095,10.0,,,,2013
27119,1.0,,1.0,,2013
27121,,,1.0,,2013
27137,14.0,2.0,,,2013
27139,6.0,,,,2013
27141,3.0,,,,2013
27149,1.0,,,,2013
27151,,,1.0,,2013
28017,1.0,1.0,,,2013
28021,1.0,,,,2013
28049,3.0,4.0,,,2013
28057,1.0,,,,2013
28059,5.0,1.0,3.0,,2013
28079,1.0,,,,2013
28081,2.0,,,,2013
28089,8.0,,,,2013
28099,15.0,,,,2013
28111,2.0,,,,2013
28121,1.0,,,,2013
28141,1.0,,,,2013
29023,1.0,,,,2013
29035,4.0,,,,2013
29043,1.0,,,,2013
29055,1.0,,,,2013
29065,3.0,,,,2013
29091,1.0,,,,2013
29093,2.0,,,,2013
29123,1.0,,,,2013
29149,1.0,,,,2013
29153,6.0,,,,2013
29161,3.0,,,,2013
29169,1.0,,,,2013
29179,1.0,,,,2013
29181,2.0,,,,2013
29203,8.0,,,,2013
29207,,1.0,,,2013
29213,7.0,,,,2013
29215,1.0,,,,2013
29221,3.0,,,,2013
29223,,1.0,,,2013
30001,4.0,22.0,,,2013
30003,62.0,24.0,,,2013
30005,17.0,4.0,,,2013
30007,4.0,2.0,,,2013
30009,4.0,6.0,,,2013
30011,,4.0,,,2013
30013,3.0,4.0,,,2013
30015,8.0,,,,2013
30017,2.0,,,,2013
30021,1.0,,,,2013
30023,4.0,1.0,,,2013
30027,,3.0,,,2013
30029,25.0,30.0,,,2013
30031,4.0,11.0,,,2013
30033,2.0,10.0,,,2013
30035,56.0,6.0,,,2013
30039,8.0,23.0,,,2013
30041,7.0,,,,2013
30043,7.0,9.0,,,2013
30045,,3.0,,,2013
30047,35.0,17.0,,,2013
30049,17.0,20.0,,,2013
30053,18.0,39.0,,,2013
30055,,1.0,,,2013
30057,4.0,11.0,,,2013
30059,,5.0,,,2013
30061,12.0,33.0,,,2013
30063,24.0,46.0,,,2013
30065,,1.0,,,2013
30067,1.0,9.0,,,2013
30069,,2.0,,,2013
30071,1.0,6.0,,,2013
30073,1.0,1.0,,,2013
30075,,15.0,,,2013
30077,1.0,15.0,,,2013
30081,23.0,45.0,,,2013
30085,25.0,8.0,,,2013
30087,10.0,32.0,,,2013
30089,16.0,39.0,,,2013
30093,6.0,4.0,,,2013
30095,1.0,2.0,,,2013
30097,2.0,1.0,,,2013
30105,10.0,2.0,,,2013
30111,5.0,2.0,,,2013
31045,,1.0,,,2013
31173,4.0,,,,2013
32001,1.0,10.0,,,2013
32003,48.0,24.0,,,2013
32005,10.0,19.0,,,2013
32007,12.0,52.0,,,2013
32011,1.0,16.0,,,2013
32013,26.0,25.0,,,2013
32015,3.0,10.0,,,2013
32017,2.0,108.0,,,2013
32019,,9.0,,,2013
32021,2.0,7.0,,,2013
32023,3.0,14.0,,,2013
32027,6.0,12.0,,,2013
32031,12.0,30.0,,,2013
32033,7.0,66.0,,,2013
32510,2.0,3.0,,,2013
33007,2.0,,,,2013
34029,1.0,,,,2013
34037,1.0,,,,2013
35001,25.0,,,,2013
